번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
1998,기타 휴게음식점,메카피시전북대2호점,2026-02-02,,"전북특별자치도 전주시 덕진구 권삼득로 333, 3층 302-1호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.79848178,127.1115302,28.24,N
1999,기타 휴게음식점,플롱,2026-02-02,,"전북특별자치도 전주시 덕진구 기린대로 1114, 1층 일부호 (반월동)",전북특별자치도 전주시 덕진구 반월동 748-3 ,35.83200861,127.1124854,0,N
2000,기타 휴게음식점,짠지키친,2026-02-04,,"전북특별자치도 전주시 덕진구 만성남2길 28, 1층 101호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1286-5 ,35.81009227,127.1491884,112.68,N
2001,기타 휴게음식점,컵떡이네,2026-02-04,,"전북특별자치도 전주시 덕진구 안전로 197, 스카이빌딩 1층 104호 (장동)",전북특별자치도 전주시 덕진구 장동 1069-2 ,35.81667196,127.1415824,37.44,N
2002,기타 휴게음식점,포잇미(Foitme),2026-02-09,,"전북특별자치도 전주시 덕진구 들사평로 31, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1412-8 ,35.82481077,127.1441068,60.24,N
2003,다방,하트다방,1982-10-20,063-255-1415,전북특별자치도 전주시 덕진구 안덕원로 161-5 (인후동2가),전북특별자치도 전주시 덕진구 인후동2가 236-10 ,35.82031885,127.139839,143,Y
2004,다방,유일다방,1990-06-02,063-244-5900,전북특별자치도 전주시 덕진구 안덕원로 297-1 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 500-32 ,35.82646602,127.1052425,110,Y
2005,다방,향수다방,1990-11-30,063-283-9788,전북특별자치도 전주시 덕진구 반촌로 60 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 687-29 ,35.8277589,127.1033576,95,Y
2006,다방,아세아다방,1991-05-01,063-241-7025,전북특별자치도 전주시 덕진구 안덕원로 268 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 784-3 ,35.82666776,127.102075,115,Y
2007,다방,향기다방,1998-12-14,063-274-0070,전북특별자치도 전주시 덕진구 용산1길 12 (금암동),전북특별자치도 전주시 덕진구 금암동 765-1 ,35.8033423,127.1241668,15.42,N
2008,다방,김밥천국인후안골점,2001-10-29,063-241-9999,전북특별자치도 전주시 덕진구 안덕원로 250 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 772-7 ,35.82524493,127.1506871,47.72,N
2009,다방,커피디딤,2002-03-19,063-252-3082,전북특별자치도 전주시 덕진구 권삼득로 299 (금암동),전북특별자치도 전주시 덕진구 금암동 664-17 ,35.81743611,127.1250303,126.4,N
2010,다방,초원,2006-02-28,063-277-4090,"전북특별자치도 전주시 덕진구 사평로 30 (덕진동1가,1동)",전북특별자치도 전주시 덕진구 덕진동1가 1407-2 1동 ,35.82837438,127.097673,105.01,Y
2011,다방,산촌다방,2011-07-15,063-211-5516,"전북특별자치도 전주시 덕진구 쪽구름로 18-1 (동산동,지하1층)",전북특별자치도 전주시 덕진구 여의동2가 565-3 지하1층 ,35.80346503,127.100466,63.93,N
2012,다방,인끼다방,2016-05-10,,"전북특별자치도 전주시 덕진구 건산로 73, 2층 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 261-13 외 2필지 2층 ,35.82078577,127.1159522,99.07,N
2013,다방,본죽앤비빔밥덕진구청점,2017-07-27,063-252-7021,전북특별자치도 전주시 덕진구 벚꽃3길 8 (진북동),전북특별자치도 전주시 덕진구 진북동 1022-5 ,35.80343092,127.1031439,87.88,N
2014,다방,다온하루,2017-09-07,063-244-9811,"전북특별자치도 전주시 덕진구 인교로 9, 1층 102호 (우아동1가)",전북특별자치도 전주시 덕진구 우아동1가 1103-14 ,35.81757808,127.1087505,123.76,N
2015,다방,토토다방,2019-12-11,,"전북특별자치도 전주시 덕진구 용산2길 17-1, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 698-20 ,35.81864049,127.1171601,28.8,N
2016,다방,라임휴게실,2024-03-27,,"전북특별자치도 전주시 덕진구 아중4길 13-3, 1층 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 930-12 ,35.82689335,127.1045294,45.76,N
2017,떡카페,케이크몽,2019-05-27,,"전북특별자치도 전주시 덕진구 숲정이2길 35-3, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 1155-6 ,35.83422134,127.1155489,19.48,N
2018,떡카페,온담,2020-05-04,,"전북특별자치도 전주시 덕진구 정언신로 161-13, 1층 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 890-1 ,35.81415199,127.1510042,58.43,N
2019,떡카페,모시온송편,2024-05-08,,"전북특별자치도 전주시 덕진구 쪽구름로 13, 1층 일부호 (여의동)",전북특별자치도 전주시 덕진구 여의동 669 ,35.8119299,127.0946609,51.12,N
2020,아이스크림,배스킨라빈스하가점,2016-04-14,063-214-3131,"전북특별자치도 전주시 덕진구 가련산로 7, 105호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 693-3 ,35.82625944,127.1041271,53.4,N
2021,아이스크림,배스킨라빈스전주만성점,2016-05-10,063-251-3182,"전북특별자치도 전주시 덕진구 만성중앙로 45, 1층 101호,102호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-1 ,35.79082713,127.1185514,71.36,N
2022,아이스크림,배스킨라빈스안골점,2019-05-15,063-245-4122,"전북특별자치도 전주시 덕진구 견훤로 296, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 765-28 ,35.84446433,127.1259849,72.16,N
2023,아이스크림,배스킨라빈스에코세병점,2019-08-06,,"전북특별자치도 전주시 덕진구 세병로 174-10, 대강빌딩2 104호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1301-2 대강빌딩2 ,35.79544738,127.1342211,58.05,N
2024,아이스크림,요아정송천에코점,2024-04-29,,"전북특별자치도 전주시 덕진구 세병로 38, 근린생활시설동 107호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1338 ,35.82396052,127.1236419,41.23,N
2025,아이스크림,요아정전주혁신점,2024-05-13,,"전북특별자치도 전주시 덕진구 기지로 77, 판매시설동 1층 a-102호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.82093914,127.1159727,35.07,N
2026,아이스크림,요거트아이스크림의정석반월동산점,2024-11-11,,"전북특별자치도 전주시 덕진구 쪽구름로 118, 1동 1층 106호 (반월동)",전북특별자치도 전주시 덕진구 반월동 422-21 ,35.81616752,127.0888808,79.14,N
2027,아이스크림,배스킨라빈스전북대점,2024-12-05,,"전북특별자치도 전주시 덕진구 명륜4길 22, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1312-29 ,35.86831252,127.1234536,67,N
2028,유원지,동물원남문매점,2024-10-29,,"전북특별자치도 전주시 덕진구 소리로 68, 전주동물원 매점 39동 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 73-48 전주동물원 ,35.81271763,127.1084285,38.94,N
2029,일반조리판매,전주닭강정송천점,1992-04-14,063-255-8489,"전북특별자치도 전주시 덕진구 천마산로 53, 103호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 186-7 ,35.84266335,127.0778851,55.5,N
2030,일반조리판매,도미노피자전주금암점,1999-06-23,063-273-3082,"전북특별자치도 전주시 덕진구 백제대로 658, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 1588-22 1층 ,35.81566455,127.1380853,104.05,N
2031,일반조리판매,하나로분식,2000-07-27,,"전북특별자치도 전주시 덕진구 비석날로 20 (여의동, 전주농산물물류센터 지하1층일부)",전북특별자치도 전주시 덕진구 여의동 850 전주농산물물류센터 지하1층일부 ,35.81197235,127.0955125,23.32,N
2032,일반조리판매,홈마트휴게코너,2002-09-16,063-245-5224,전북특별자치도 전주시 덕진구 가재미3길 15 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 878-1 ,35.79394348,127.1133396,33,N
2033,일반조리판매,얌스송천점,2003-10-17,063-276-3337,전북특별자치도 전주시 덕진구 붓내3길 28 (송천동2가),"전북특별자치도 전주시 덕진구 송천동2가 199 외2필지(235-1,199-9) ",35.82755917,127.100748,52.29,N
2034,일반조리판매,스폰지밥,2003-11-07,063-242-8886,"전북특별자치도 전주시 덕진구 동가재미1길 24-13 (인후동1가,외2필지)",전북특별자치도 전주시 덕진구 인후동1가 856-7 외2필지 ,35.79593056,127.1053743,10.8,N
2035,일반조리판매,신김밥천국,2004-02-13,063-277-2660,전북특별자치도 전주시 덕진구 조경단로 107 (금암동),전북특별자치도 전주시 덕진구 금암동 632-144 ,35.79437206,127.1376069,54.6,N
2036,일반조리판매,커피마리안,2004-05-14,063-251-5635,전북특별자치도 전주시 덕진구 백제대로 652 (금암동),전북특별자치도 전주시 덕진구 금암동 1588-2 ,35.81432735,127.1326112,62.12,N
2037,일반조리판매,아빠문구점슬러시,2004-12-23,,"전북특별자치도 전주시 덕진구 와룡로 28 (송천동2가,외1필지)",전북특별자치도 전주시 덕진구 송천동2가 543-3 외1필지 ,35.82206763,127.1040302,6.6,N
2038,일반조리판매,본죽앤비빔밥송천점,2005-03-03,063-273-9393,"전북특별자치도 전주시 덕진구 송천중앙로 164, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 487-1 ,35.82029012,127.1221218,85.75,N
2039,일반조리판매,이삭토스트전북대점,2005-03-11,063-254-2346,전북특별자치도 전주시 덕진구 권삼득로 315 (금암동),전북특별자치도 전주시 덕진구 금암동 664-15 ,35.82777231,127.0991186,27.41,N
2040,일반조리판매,본죽앤비빔밥전주호성점,2005-04-29,063-245-6281,"전북특별자치도 전주시 덕진구 소리로 192 (호성동1가,외 1필지)",전북특별자치도 전주시 덕진구 호성동1가 794-8 외 1필지 ,35.82421948,127.1000994,42.32,N
2041,일반조리판매,새우락반월점,2005-09-09,063-213-8947,"전북특별자치도 전주시 덕진구 쪽구름로 117 (반월동,1동)",전북특별자치도 전주시 덕진구 반월동 385-3 1동 ,35.84751388,127.1528967,8.95,N
2042,일반조리판매,옴시롱감시롱김밥나라,2005-10-25,063-273-4944,전북특별자치도 전주시 덕진구 숲정이2길 3 (진북동),전북특별자치도 전주시 덕진구 진북동 1152-1 ,35.79226114,127.1310806,89.78,N
2043,일반조리판매,김밥천국,2005-12-01,063-274-9090,"전북특별자치도 전주시 덕진구 송천중앙로 147 (송천동1가,102호)",전북특별자치도 전주시 덕진구 송천동1가 480 102호 ,35.81184476,127.1025515,49.2,N
2044,일반조리판매,밀알국수,2006-04-05,063-244-1203,전북특별자치도 전주시 덕진구 안덕원로 279 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 500-83 ,35.82742817,127.1357781,33.93,N
2045,일반조리판매,모래내시장통닭,2006-05-09,063-226-0347,"전북특별자치도 전주시 덕진구 안덕원로 151 (인후동2가,외2필지 102호)",전북특별자치도 전주시 덕진구 인후동2가 237-2 외2필지 102호 ,35.81186519,127.127404,16.5,N
2046,일반조리판매,상상플러스,2007-06-27,063-244-2459,전북특별자치도 전주시 덕진구 동가재미1길 23 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 852-9 ,35.80616328,127.1155166,45.02,N
2047,일반조리판매,국수명가,2007-08-22,063-240-1548,전북특별자치도 전주시 덕진구 건지2길 10-3 (금암동),전북특별자치도 전주시 덕진구 금암동 1594-6 ,35.84492315,127.1258692,25.37,N
2048,일반조리판매,웃고돌고990,2007-09-04,,전북특별자치도 전주시 덕진구 백제대로 771 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 733-1 ,35.82244969,127.1492449,14.97,N
2049,일반조리판매,화인,2007-11-15,063-277-1237,전북특별자치도 전주시 덕진구 두간3길 8-5 (송천동1가),전북특별자치도 전주시 덕진구 송천동1가 817-9 ,35.82224123,127.1452631,156.63,N
2050,일반조리판매,웰빙새알팥죽,2007-12-12,063-244-0765,전북특별자치도 전주시 덕진구 팽나무3길 24-28 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 601-9 ,35.8665291,127.1335717,99.6,N
2051,일반조리판매,다희네분식,2007-10-29,063-244-1002,"전북특별자치도 전주시 덕진구 공북로 25, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 1028-7 ,35.87333326,127.1347269,38.27,N
2052,일반조리판매,메가분식,2008-01-18,,"전북특별자치도 전주시 덕진구 동부대로 1229 (송천동2가,외6필지 1동)",전북특별자치도 전주시 덕진구 송천동2가 664-49 외6필지 1동 ,35.82069869,127.1425462,19.24,N
2053,일반조리판매,깨순이김밥금암점,2008-03-12,063-251-7838,전북특별자치도 전주시 덕진구 매봉로 45 (금암동),전북특별자치도 전주시 덕진구 금암동 1587-34 ,35.82802548,127.1500488,41.04,N
2054,일반조리판매,본죽덕진구청점,2008-06-17,063-274-2625,전북특별자치도 전주시 덕진구 태진로 108 (진북동),전북특별자치도 전주시 덕진구 진북동 410-15 ,35.83446563,127.1218331,33.6,N
2055,일반조리판매,씨유전주안골점,2008-07-02,063-244-2150,전북특별자치도 전주시 덕진구 팽나무4길 19 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 780-10 ,35.87083159,127.0770389,4.25,N
2056,일반조리판매,얌스아중롯데점,2008-07-31,063-244-2288,전북특별자치도 전주시 덕진구 건산로 255 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 807-7 ,35.80848658,127.10426,67.5,N
2057,일반조리판매,비비떡볶이,2008-10-17,063-255-0601,전북특별자치도 전주시 덕진구 거북바우3길 8 (금암동),전북특별자치도 전주시 덕진구 금암동 1559-3 ,35.82554755,127.1163422,21.96,N
2058,일반조리판매,간식나라,2008-10-22,063-272-5016,"전북특별자치도 전주시 덕진구 벚꽃로 57, 우성아파트 상가동 지하1층 50호 (진북동)",전북특별자치도 전주시 덕진구 진북동 416 외2필지 우성아파트상가동 50호,35.82222485,127.1493137,17.67,N
2059,일반조리판매,풀향기,2008-12-18,063-276-2670,전북특별자치도 전주시 덕진구 송천중앙로 82 (송천동1가),전북특별자치도 전주시 덕진구 송천동1가 281-1 외17필지 2층 ,35.81591575,127.148053,26,N
2060,일반조리판매,씨유전주터미널점,2008-12-19,063-271-7441,"전북특별자치도 전주시 덕진구 가리내로 34, 1층 103호일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 705-14 ,35.84323844,127.0776571,3.42,N
2061,일반조리판매,연필과지우개,2009-03-19,063-276-2457,전북특별자치도 전주시 덕진구 송천1길 7 (송천동1가),전북특별자치도 전주시 덕진구 송천동1가 384-10 ,35.84345896,127.1265494,4.03,N
2062,일반조리판매,맛나손수제비,2009-04-13,063-241-0180,전북특별자치도 전주시 덕진구 우아9길 10 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 744-12 ,35.82539223,127.0990348,73.2,N
2063,일반조리판매,씨유전북대병원점,2009-04-20,063-253-0025,전북특별자치도 전주시 덕진구 건지로 12 (금암동),전북특별자치도 전주시 덕진구 금암동 1596-18 ,35.80154408,127.1285014,3.43,N
2064,일반조리판매,2호점옛날멸치국수,2009-05-26,063-225-5997,전북특별자치도 전주시 덕진구 솔내8길 17 (송천동1가),전북특별자치도 전주시 덕진구 송천동1가 114-15 ,35.82646602,127.1052425,59.04,N
